hd,name,object,info,price,img
97015,97015,"star","",0.015,""
6658,6658,"star","",0.015,""
97022,97022,"star","",0.015,""
6660,6660,"star","",0.015,""
6662,6662,"star","",0.015,""
97023,97023,"star","",0.015,""
6664,6664,"star","",0.015,""
97025,97025,"star","",0.015,""
6665,6665,"star","",0.015,""
97026,97026,"star","",0.015,""
6668,6668,"star","",0.015,""
97033,97033,"star","",0.015,""
6669,6669,"star","",0.015,""
6670,6670,"star","",0.015,""
6671,6671,"star","",0.015,""
97034,97034,"star","",0.015,""
97036,97036,"star","",0.015,""
6672,6672,"star","",0.015,""
6673,6673,"star","",0.015,""
97037,97037,"star","",0.015,""
6675,6675,"star","",0.015,""
97038,97038,"star","",0.015,""
6676,6676,"star","",0.015,""
97040,97040,"star","",0.015,""
6677,6677,"star","",0.015,""
6678,6678,"star","",0.015,""
97044,97044,"star","",0.015,""
6680,6680,"star","",0.015,""
97048,97048,"star","HD 97048 or CU Chamaeleontis is a star in the constellation Chamaeleon. This young star has a substantial dust disk.",0.015,""
6681,6681,"star","",0.015,""
97049,97049,"star","",0.015,""
97050,97050,"star","",0.015,""
6684,6684,"star","",0.015,""
6685,6685,"star","",0.015,""
6688,6688,"star","",0.015,""
6694,6694,"star","",0.015,""
97052,97052,"star","",0.015,""
97053,97053,"star","",0.015,""
97055,97055,"star","",0.015,""
6695,6695,"star","",0.015,""
97056,97056,"star","",0.015,""
6696,6696,"star","",0.015,""
97063,97063,"star","",0.015,""
6697,6697,"star","",0.015,""
97067,97067,"star","",0.015,""
6698,6698,"star","",0.015,""
97068,97068,"star","",0.015,""
97072,97072,"star","",0.015,""
6700,6700,"star","",0.015,""
97073,97073,"star","",0.015,""
6701,6701,"star","",0.015,""
6705,6705,"star","",0.015,""
97076,97076,"star","",0.015,""
6706,6706,"star","",0.015,""
97082,97082,"star","",0.015,""
97087,97087,"star","",0.015,""
6707,6707,"star","",0.015,""
6708,6708,"star","",0.015,""
97089,97089,"star","",0.015,""
97098,97098,"star","",0.015,""
6710,6710,"star","",0.015,""
97101,97101,"star","",0.015,""
6712,6712,"star","",0.015,""
97102,97102,"star","",0.015,""
6714,6714,"star","",0.015,""
97103,97103,"star","",0.015,""
6715,6715,"star","",0.015,""
97105,97105,"star","",0.015,""
6718,6718,"star","HD 6718 is an 8th magnitude G-type main sequence star located approximately 179 light years away in the constellation Cetus.",0.015,""
97107,97107,"star","",0.015,""
6720,6720,"star","",0.015,""
97109,97109,"star","",0.015,""
6722,6722,"star","",0.015,""
97110,97110,"star","",0.015,""
97111,97111,"star","",0.015,""
6724,6724,"star","",0.015,""
6729,6729,"star","",0.015,""
97113,97113,"star","",0.015,""
6731,6731,"star","",0.015,""
97114,97114,"star","",0.015,""
6732,6732,"star","",0.015,""
6734,6734,"star","",0.015,""
97122,97122,"star","",0.015,""
6735,6735,"star","",0.015,""
97125,97125,"star","",0.015,""
6745,6745,"star","",0.015,""
97126,97126,"star","",0.015,""
6746,6746,"star","",0.015,""
97131,97131,"star","",0.015,""
6748,6748,"star","",0.015,""
97138,97138,"star","",0.015,""
6753,6753,"star","",0.015,""
97140,97140,"star","",0.015,""
6755,6755,"star","",0.015,""
97144,97144,"star","",0.015,""
97145,97145,"star","",0.015,""
97146,97146,"star","",0.015,""
6756,6756,"star","",0.015,""
97151,97151,"star","",0.015,""
97152,97152,"star","",0.015,""
6757,6757,"star","",0.015,""
97155,97155,"star","",0.015,""
6758,6758,"star","",0.015,""
6760,6760,"star","",0.015,""
97156,97156,"star","",0.015,""
97167,97167,"star","",0.015,""
6761,6761,"star","",0.015,""
6763,6763,"star","",0.015,""
6764,6764,"star","",0.015,""
6765,6765,"star","",0.015,""
97171,97171,"star","",0.015,""
6766,6766,"star","",0.015,""
6767,6767,"star","",0.015,""
97175,97175,"star","",0.015,""
6768,6768,"star","",0.015,""
97176,97176,"star","",0.015,""
6769,6769,"star","",0.015,""
6772,6772,"star","",0.015,""
97177,97177,"star","",0.015,""
6774,6774,"star","",0.015,""
97178,97178,"star","",0.015,""
6777,6777,"star","",0.015,""
97180,97180,"star","",0.015,""
6783,6783,"star","",0.015,""
6784,6784,"star","",0.015,""
97181,97181,"star","",0.015,""
6785,6785,"star","",0.015,""
97182,97182,"star","",0.015,""
6787,6787,"star","",0.015,""
6788,6788,"star","",0.015,""
97185,97185,"star","",0.015,""
6789,6789,"star","",0.015,""
97187,97187,"star","",0.015,""
97190,97190,"star","",0.015,""
6790,6790,"star","",0.015,""
6791,6791,"star","",0.015,""
6792,6792,"star","",0.015,""
97192,97192,"star","",0.015,""
97193,97193,"star","",0.015,""
6793,6793,"star","",0.015,""
97194,97194,"star","",0.015,""
6794,6794,"star","",0.015,""
97196,97196,"star","",0.015,""
6795,6795,"star","",0.015,""
6796,6796,"star","",0.015,""
97197,97197,"star","",0.015,""
6797,6797,"star","",0.015,""
97198,97198,"star","",0.015,""
6798,6798,"star","",0.015,""
97200,97200,"star","",0.015,""
6804,6804,"star","",0.015,""
97201,97201,"star","",0.015,""
97210,97210,"star","",0.015,""
6805,6805,"star","",0.015,""
97211,97211,"star","",0.015,""
6808,6808,"star","",0.015,""
97214,97214,"star","",0.015,""
6809,6809,"star","",0.015,""
6810,6810,"star","",0.015,""
97217,97217,"star","",0.015,""
6811,6811,"star","",0.015,""
97222,97222,"star","",0.015,""
97225,97225,"star","",0.015,""
6812,6812,"star","",0.015,""
97227,97227,"star","",0.015,""
6813,6813,"star","",0.015,""
6815,6815,"star","",0.015,""
97230,97230,"star","",0.015,""
6816,6816,"star","",0.015,""
97233,97233,"star","",0.015,""
6817,6817,"star","",0.015,""
97240,97240,"star","",0.015,""
97243,97243,"star","",0.015,""
6818,6818,"star","",0.015,""
6819,6819,"star","",0.015,""
97244,97244,"star","",0.015,""
6820,6820,"star","",0.015,""
97247,97247,"star","",0.015,""
6825,6825,"star","",0.015,""
97249,97249,"star","",0.015,""
6826,6826,"star","",0.015,""
97254,97254,"star","",0.015,""
6827,6827,"star","",0.015,""
97267,97267,"star","",0.015,""
6829,6829,"star","",0.015,""
97271,97271,"star","",0.015,""
6832,6832,"star","",0.015,""
97277,97277,"star","",0.015,""
97280,97280,"star","",0.015,""
6833,6833,"star","",0.015,""
6834,6834,"star","",0.015,""
97286,97286,"star","",0.015,""
6836,6836,"star","",0.015,""
97287,97287,"star","",0.015,""
6837,6837,"star","",0.015,""
6838,6838,"star","",0.015,""
97288,97288,"star","",0.015,""
6840,6840,"star","",0.015,""
97292,97292,"star","",0.015,""
97300,97300,"star","",0.015,""
6841,6841,"star","",0.015,""
6843,6843,"star","",0.015,""
97301,97301,"star","",0.015,""
6844,6844,"star","",0.015,""
97302,97302,"star","",0.015,""
6847,6847,"star","",0.015,""
97304,97304,"star","",0.015,""
97305,97305,"star","",0.015,""
6848,6848,"star","",0.015,""
97306,97306,"star","",0.015,""
6849,6849,"star","",0.015,""
97309,97309,"star","",0.015,""
6850,6850,"star","",0.015,""
97310,97310,"star","",0.015,""
6851,6851,"star","",0.015,""
97312,97312,"star","",0.015,""
97313,97313,"star","",0.015,""
6852,6852,"star","",0.015,""
97315,97315,"star","",0.015,""
6855,6855,"star","",0.015,""
6858,6858,"star","",0.015,""
97317,97317,"star","",0.015,""
6859,6859,"star","",0.015,""
97320,97320,"star","",0.015,""
6861,6861,"star","",0.015,""
97321,97321,"star","",0.015,""
97322,97322,"star","",0.015,""
6862,6862,"star","",0.015,""
97324,97324,"star","",0.015,""
6864,6864,"star","",0.015,""
97325,97325,"star","",0.015,""
6865,6865,"star","",0.015,""
97327,97327,"star","",0.015,""
6866,6866,"star","",0.015,""
6867,6867,"star","",0.015,""
97333,97333,"star","",0.015,""
6868,6868,"star","",0.015,""
97334,97334,"star","",0.015,""
6869,6869,"star","",0.015,""
97336,97336,"star","",0.015,""
6870,6870,"star","",0.015,""
97339,97339,"star","",0.015,""
97340,97340,"star","",0.015,""
6872,6872,"star","",0.015,""
97342,97342,"star","",0.015,""
6873,6873,"star","",0.015,""
97343,97343,"star","",0.015,""
6876,6876,"star","",0.015,""
6877,6877,"star","",0.015,""
97344,97344,"star","",0.015,""
97354,97354,"star","",0.015,""
6878,6878,"star","",0.015,""
97356,97356,"star","",0.015,""
97358,97358,"star","",0.015,""
6880,6880,"star","",0.015,""
97370,97370,"star","",0.015,""
97371,97371,"star","",0.015,""
6882,6882,"star","",0.015,""
97373,97373,"star","",0.015,""
6884,6884,"star","",0.015,""
6886,6886,"star","",0.015,""
97382,97382,"star","",0.015,""
97384,97384,"star","",0.015,""
97385,97385,"star","",0.015,""
6887,6887,"star","",0.015,""
97386,97386,"star","",0.015,""
6890,6890,"star","",0.015,""
6891,6891,"star","",0.015,""
97387,97387,"star","",0.015,""
6893,6893,"star","",0.015,""
97390,97390,"star","",0.015,""
6894,6894,"star","",0.015,""
97393,97393,"star","",0.015,""
6895,6895,"star","",0.015,""
97394,97394,"star","",0.015,""
97395,97395,"star","",0.015,""
97398,97398,"star","",0.015,""
6896,6896,"star","",0.015,""
6897,6897,"star","",0.015,""
97403,97403,"star","",0.015,""
6899,6899,"star","",0.015,""
97404,97404,"star","",0.015,""
97406,97406,"star","",0.015,""
6901,6901,"star","",0.015,""
97407,97407,"star","",0.015,""
6902,6902,"star","",0.015,""
97410,97410,"star","",0.015,""
6903,6903,"star","",0.015,""
97411,97411,"star","",0.015,""
6907,6907,"star","",0.015,""
97412,97412,"star","",0.015,""
6908,6908,"star","",0.015,""
97413,97413,"star","HD 97413 is a white main-sequence star located 293 light years away, in the constellation Centaurus. Its apparent magnitude is 6.27.",0.015,""
6910,6910,"star","",0.015,""
97420,97420,"star","",0.015,""
6911,6911,"star","",0.015,""
97422,97422,"star","",0.015,""
6914,6914,"star","",0.015,""
97428,97428,"star","",0.015,""
6916,6916,"star","",0.015,""
97430,97430,"star","",0.015,""
6917,6917,"star","",0.015,""
97436,97436,"star","",0.015,""
6918,6918,"star","",0.015,""
97437,97437,"star","",0.015,""
6920,6920,"star","",0.015,""
97439,97439,"star","",0.015,""
6921,6921,"star","",0.015,""
97440,97440,"star","",0.015,""
6924,6924,"star","",0.015,""
97443,97443,"star","",0.015,""
6927,6927,"star","",0.015,""
97445,97445,"star","",0.015,""
97446,97446,"star","",0.015,""
6928,6928,"star","",0.015,""
97451,97451,"star","",0.015,""
6929,6929,"star","",0.015,""
97455,97455,"star","",0.015,""
6930,6930,"star","",0.015,""
97456,97456,"star","",0.015,""
6935,6935,"star","",0.015,""
97457,97457,"star","",0.015,""
6938,6938,"star","",0.015,""
6945,6945,"star","",0.015,""
97459,97459,"star","",0.015,""
6946,6946,"star","",0.015,""
97461,97461,"star","",0.015,""
6947,6947,"star","",0.015,""
97464,97464,"star","",0.015,""
6948,6948,"star","",0.015,""
97465,97465,"star","",0.015,""
6953,6953,"star","",0.015,""
97468,97468,"star","",0.015,""
97472,97472,"star","",0.015,""
6956,6956,"star","",0.015,""
97473,97473,"star","",0.015,""
6958,6958,"star","",0.015,""
6960,6960,"star","",0.015,""
97474,97474,"star","",0.015,""
6961,6961,"star","",0.015,""
97476,97476,"star","",0.015,""
97479,97479,"star","",0.015,""
6962,6962,"star","",0.015,""
97482,97482,"star","",0.015,""
6963,6963,"star","",0.015,""
97485,97485,"star","",0.015,""
6966,6966,"star","",0.015,""
97486,97486,"star","",0.015,""
6967,6967,"star","",0.015,""
97488,97488,"star","",0.015,""
6969,6969,"star","",0.015,""
97489,97489,"star","",0.015,""
97491,97491,"star","",0.015,""
6971,6971,"star","",0.015,""
6972,6972,"star","",0.015,""
97492,97492,"star","",0.015,""
97494,97494,"star","",0.015,""
6975,6975,"star","",0.015,""
97495,97495,"star","",0.015,""
6976,6976,"star","",0.015,""
97501,97501,"star","",0.015,""
6977,6977,"star","",0.015,""
97502,97502,"star","",0.015,""
6978,6978,"star","",0.015,""
97503,97503,"star","",0.015,""
6979,6979,"star","",0.015,""
97505,97505,"star","",0.015,""
97507,97507,"star","",0.015,""
6980,6980,"star","",0.015,""
97512,97512,"star","",0.015,""
6981,6981,"star","",0.015,""
6988,6988,"star","",0.015,""
97513,97513,"star","",0.015,""
97516,97516,"star","",0.015,""
97517,97517,"star","",0.015,""
6993,6993,"star","",0.015,""
6995,6995,"star","",0.015,""
97522,97522,"star","",0.015,""
97523,97523,"star","",0.015,""
6996,6996,"star","",0.015,""
97528,97528,"star","",0.015,""
7000,7000,"star","",0.015,""
97530,97530,"star","",0.015,""
7004,7004,"star","",0.015,""
7006,7006,"star","",0.015,""
97533,97533,"star","",0.015,""
7007,7007,"star","",0.015,""
7011,7011,"star","",0.015,""
97534,97534,"star","",0.015,""
97535,97535,"star","",0.015,""
7013,7013,"star","",0.015,""
97537,97537,"star","",0.015,""
7014,7014,"star","",0.015,""
97542,97542,"star","",0.015,""
7017,7017,"star","",0.015,""
97543,97543,"star","",0.015,""
7018,7018,"star","",0.015,""
97545,97545,"star","",0.015,""
97547,97547,"star","",0.015,""
7019,7019,"star","",0.015,""
97550,97550,"star","",0.015,""
97551,97551,"star","",0.015,""
7022,7022,"star","",0.015,""
97553,97553,"star","",0.015,""
7023,7023,"star","",0.015,""
97557,97557,"star","",0.015,""
7025,7025,"star","",0.015,""
97560,97560,"star","",0.015,""
97561,97561,"star","",0.015,""
7026,7026,"star","",0.015,""
97564,97564,"star","",0.015,""
7027,7027,"star","",0.015,""
7029,7029,"star","",0.015,""
97569,97569,"star","",0.015,""
97573,97573,"star","",0.015,""
7030,7030,"star","",0.015,""
97575,97575,"star","",0.015,""
7031,7031,"star","",0.015,""
97576,97576,"star","",0.015,""
97578,97578,"star","",0.015,""
7033,7033,"star","",0.015,""
97580,97580,"star","",0.015,""
7034,7034,"star","",0.015,""
97583,97583,"star","",0.015,""
7037,7037,"star","",0.015,""
7038,7038,"star","",0.015,""
97584,97584,"star","",0.015,""
97585,97585,"star","",0.015,""
7039,7039,"star","",0.015,""
7041,7041,"star","",0.015,""
97588,97588,"star","",0.015,""
7042,7042,"star","",0.015,""
97590,97590,"star","",0.015,""
97592,97592,"star","",0.015,""
7046,7046,"star","",0.015,""
97595,97595,"star","",0.015,""
7047,7047,"star","",0.015,""
97601,97601,"star","",0.015,""
7048,7048,"star","",0.015,""
97602,97602,"star","",0.015,""
97605,97605,"star","",0.015,""
97606,97606,"star","",0.015,""
97608,97608,"star","",0.015,""
7049,7049,"star","",0.015,""
7051,7051,"star","",0.015,""
97609,97609,"star","",0.015,""
7052,7052,"star","",0.015,""
97617,97617,"star","",0.015,""
7055,7055,"star","",0.015,""
97618,97618,"star","",0.015,""
7057,7057,"star","",0.015,""
97619,97619,"star","",0.015,""
97624,97624,"star","",0.015,""
7059,7059,"star","",0.015,""
97628,97628,"star","",0.015,""
7061,7061,"star","",0.015,""
97630,97630,"star","",0.015,""
7066,7066,"star","",0.015,""
97632,97632,"star","",0.015,""
7069,7069,"star","",0.015,""
97633,97633,"star","",0.015,""
97635,97635,"star","",0.015,""
7070,7070,"star","",0.015,""
7071,7071,"star","",0.015,""
97641,97641,"star","",0.015,""
97642,97642,"star","",0.015,""
97643,97643,"star","",0.015,""
7072,7072,"star","",0.015,""
7074,7074,"star","",0.015,""
97645,97645,"star","",0.015,""
7076,7076,"star","",0.015,""
97648,97648,"star","",0.015,""
7077,7077,"star","",0.015,""
97651,97651,"star","",0.015,""
7079,7079,"star","",0.015,""
97654,97654,"star","",0.015,""
7080,7080,"star","",0.015,""
97657,97657,"star","",0.015,""
97658,97658,"star","HD 97658 is a star 69 light years away in the constellation of Leo. The star is slightly too dim to be seen with the naked eye, though almost any additional equipment will allow it to be seen.",0.015,""
7082,7082,"star","",0.015,""
97659,97659,"star","",0.015,""
97660,97660,"star","",0.015,""
7083,7083,"star","",0.015,""
97661,97661,"star","",0.015,""
7085,7085,"star","",0.015,""
97662,97662,"star","",0.015,""
7086,7086,"star","",0.015,""
97663,97663,"star","",0.015,""
7087,7087,"star","",0.015,""
97665,97665,"star","",0.015,""
7088,7088,"star","",0.015,""
97666,97666,"star","",0.015,""
7089,7089,"star","",0.015,""
97670,97670,"star","",0.015,""
7091,7091,"star","",0.015,""
97674,97674,"star","",0.015,""
7093,7093,"star","",0.015,""
7094,7094,"star","",0.015,""
97676,97676,"star","",0.015,""
7097,7097,"star","",0.015,""
7099,7099,"star","",0.015,""
97678,97678,"star","",0.015,""
7101,7101,"star","",0.015,""
7102,7102,"star","",0.015,""
97683,97683,"star","",0.015,""
7103,7103,"star","",0.015,""
97684,97684,"star","",0.015,""
7105,7105,"star","",0.015,""
97685,97685,"star","",0.015,""
97688,97688,"star","",0.015,""
7106,7106,"star","",0.015,""
97689,97689,"star","",0.015,""
7107,7107,"star","",0.015,""
7109,7109,"star","",0.015,""
7112,7112,"star","",0.015,""
97698,97698,"star","",0.015,""
7114,7114,"star","",0.015,""
97709,97709,"star","",0.015,""
97710,97710,"star","",0.015,""
7119,7119,"star","",0.015,""
7120,7120,"star","",0.015,""
97711,97711,"star","",0.015,""
7122,7122,"star","",0.015,""
7123,7123,"star","",0.015,""
97713,97713,"star","",0.015,""
7124,7124,"star","",0.015,""
7125,7125,"star","",0.015,""
97716,97716,"star","",0.015,""
97720,97720,"star","",0.015,""
7128,7128,"star","",0.015,""
7129,7129,"star","",0.015,""
97721,97721,"star","",0.015,""
7132,7132,"star","",0.015,""
97722,97722,"star","",0.015,""
7133,7133,"star","",0.015,""
97728,97728,"star","",0.015,""
97731,97731,"star","",0.015,""
7134,7134,"star","",0.015,""
97732,97732,"star","",0.015,""
7135,7135,"star","",0.015,""
97736,97736,"star","",0.015,""
7136,7136,"star","",0.015,""
7138,7138,"star","",0.015,""
97737,97737,"star","",0.015,""
7142,7142,"star","",0.015,""
97744,97744,"star","",0.015,""
97746,97746,"star","",0.015,""
7143,7143,"star","",0.015,""
7145,7145,"star","",0.015,""
97748,97748,"star","",0.015,""
7147,7147,"star","",0.015,""
7149,7149,"star","",0.015,""
97751,97751,"star","",0.015,""
7152,7152,"star","",0.015,""
7156,7156,"star","",0.015,""
97756,97756,"star","",0.015,""
97762,97762,"star","",0.015,""
7157,7157,"star","",0.015,""
97763,97763,"star","",0.015,""
7158,7158,"star","",0.015,""
7159,7159,"star","",0.015,""
97768,97768,"star","",0.015,""
97771,97771,"star","",0.015,""
97772,97772,"star","",0.015,""
7162,7162,"star","",0.015,""
7165,7165,"star","",0.015,""
97773,97773,"star","",0.015,""
7168,7168,"star","",0.015,""
97776,97776,"star","",0.015,""
7169,7169,"star","",0.015,""
7170,7170,"star","",0.015,""
97777,97777,"star","",0.015,""
7174,7174,"star","",0.015,""
97778,97778,"star","",0.015,""
7176,7176,"star","",0.015,""
97779,97779,"star","",0.015,""
7178,7178,"star","",0.015,""
97781,97781,"star","",0.015,""
7179,7179,"star","",0.015,""
97782,97782,"star","",0.015,""
7181,7181,"star","",0.015,""
97783,97783,"star","",0.015,""
7182,7182,"star","",0.015,""
97784,97784,"star","",0.015,""
7186,7186,"star","",0.015,""
7189,7189,"star","",0.015,""
97787,97787,"star","",0.015,""
97789,97789,"star","",0.015,""
7191,7191,"star","",0.015,""
97797,97797,"star","",0.015,""
7193,7193,"star","",0.015,""
7194,7194,"star","",0.015,""
97799,97799,"star","",0.015,""
97800,97800,"star","",0.015,""
7195,7195,"star","",0.015,""
97805,97805,"star","",0.015,""
7196,7196,"star","",0.015,""
7197,7197,"star","",0.015,""
97811,97811,"star","",0.015,""
7199,7199,"star","HD 7199 is a K-class star located in the constellation Tucana. The High Accuracy Radial Velocity Planet Searcher (HARPS) in Chile found it to have a planet either 0.290 the mass of Jupiter or 92 times the mass of Earth with an orbital period of 615 days.",0.015,""
97812,97812,"star","",0.015,""
7202,7202,"star","",0.015,""
97814,97814,"star","",0.015,""
7203,7203,"star","",0.015,""
97815,97815,"star","",0.015,""
7205,7205,"star","",0.015,""
97817,97817,"star","",0.015,""
7208,7208,"star","",0.015,""
97824,97824,"star","",0.015,""
97826,97826,"star","",0.015,""
7209,7209,"star","",0.015,""
97828,97828,"star","",0.015,""
7211,7211,"star","",0.015,""
97832,97832,"star","",0.015,""
7212,7212,"star","",0.015,""
7214,7214,"star","",0.015,""
97833,97833,"star","",0.015,""
97834,97834,"star","",0.015,""
7215,7215,"star","",0.015,""
97835,97835,"star","",0.015,""
7217,7217,"star","",0.015,""
7218,7218,"star","",0.015,""
97839,97839,"star","",0.015,""
7221,7221,"star","",0.015,""
97840,97840,"star","",0.015,""
7225,7225,"star","",0.015,""
7226,7226,"star","",0.015,""
97841,97841,"star","",0.015,""
7228,7228,"star","",0.015,""
97842,97842,"star","",0.015,""
7229,7229,"star","",0.015,""
97843,97843,"star","",0.015,""
7230,7230,"star","",0.015,""
97848,97848,"star","",0.015,""
97851,97851,"star","",0.015,""
7232,7232,"star","",0.015,""
97853,97853,"star","",0.015,""
7234,7234,"star","",0.015,""
97854,97854,"star","",0.015,""
97855,97855,"star","",0.015,""
7238,7238,"star","",0.015,""
7239,7239,"star","",0.015,""
97856,97856,"star","",0.015,""
7242,7242,"star","",0.015,""
97858,97858,"star","",0.015,""
97859,97859,"star","",0.015,""
7243,7243,"star","",0.015,""
97860,97860,"star","",0.015,""
7246,7246,"star","",0.015,""
97864,97864,"star","",0.015,""
97865,97865,"star","",0.015,""
7247,7247,"star","",0.015,""
7248,7248,"star","",0.015,""
97866,97866,"star","",0.015,""
97874,97874,"star","",0.015,""
7252,7252,"star","",0.015,""
97876,97876,"star","",0.015,""
7254,7254,"star","",0.015,""
97881,97881,"star","",0.015,""
7257,7257,"star","",0.015,""
97884,97884,"star","",0.015,""
97888,97888,"star","",0.015,""
7259,7259,"star","",0.015,""
7261,7261,"star","",0.015,""
97889,97889,"star","",0.015,""
7265,7265,"star","",0.015,""
97890,97890,"star","",0.015,""
97891,97891,"star","",0.015,""
7266,7266,"star","",0.015,""
7267,7267,"star","",0.015,""
97892,97892,"star","",0.015,""
7268,7268,"star","",0.015,""
97895,97895,"star","",0.015,""
7269,7269,"star","",0.015,""
97896,97896,"star","",0.015,""
7270,7270,"star","",0.015,""
97900,97900,"star","",0.015,""
7271,7271,"star","",0.015,""
97901,97901,"star","",0.015,""
7273,7273,"star","",0.015,""
97903,97903,"star","",0.015,""
7275,7275,"star","",0.015,""
97904,97904,"star","",0.015,""
7276,7276,"star","",0.015,""
97905,97905,"star","",0.015,""
97906,97906,"star","",0.015,""
7279,7279,"star","",0.015,""
97907,97907,"star","",0.015,""
97908,97908,"star","",0.015,""
7282,7282,"star","",0.015,""
7283,7283,"star","",0.015,""
97909,97909,"star","",0.015,""
97910,97910,"star","",0.015,""
7284,7284,"star","",0.015,""
7285,7285,"star","",0.015,""
7286,7286,"star","",0.015,""
97913,97913,"star","",0.015,""
7293,7293,"star","",0.015,""
97916,97916,"star","",0.015,""
97917,97917,"star","",0.015,""
7294,7294,"star","",0.015,""
7299,7299,"star","",0.015,""
97918,97918,"star","",0.015,""
7300,7300,"star","",0.015,""
97927,97927,"star","",0.015,""
97936,97936,"star","",0.015,""
7301,7301,"star","",0.015,""
97937,97937,"star","",0.015,""
7304,7304,"star","",0.015,""
97938,97938,"star","",0.015,""
7306,7306,"star","",0.015,""
97940,97940,"star","",0.015,""
97942,97942,"star","",0.015,""
7307,7307,"star","",0.015,""
97943,97943,"star","",0.015,""
7308,7308,"star","",0.015,""
97944,97944,"star","",0.015,""
7310,7310,"star","",0.015,""
97949,97949,"star","",0.015,""
97953,97953,"star","",0.015,""
7311,7311,"star","",0.015,""
97956,97956,"star","",0.015,""
7312,7312,"star","",0.015,""
97957,97957,"star","",0.015,""
7315,7315,"star","",0.015,""
97959,97959,"star","",0.015,""
7318,7318,"star","",0.015,""
7320,7320,"star","",0.015,""
97961,97961,"star","",0.015,""
7321,7321,"star","",0.015,""
97965,97965,"star","",0.015,""
97971,97971,"star","",0.015,""
7323,7323,"star","",0.015,""
97973,97973,"star","",0.015,""
7325,7325,"star","",0.015,""
7326,7326,"star","",0.015,""
97974,97974,"star","",0.015,""
97976,97976,"star","",0.015,""
7329,7329,"star","",0.015,""
97979,97979,"star","",0.015,""
7330,7330,"star","",0.015,""
97980,97980,"star","",0.015,""
7331,7331,"star","",0.015,""
97986,97986,"star","",0.015,""
97987,97987,"star","",0.015,""
97988,97988,"star","",0.015,""
7334,7334,"star","",0.015,""
97989,97989,"star","",0.015,""
7335,7335,"star","",0.015,""
97991,97991,"star","",0.015,""
7336,7336,"star","",0.015,""
7340,7340,"star","",0.015,""
97995,97995,"star","",0.015,""
7341,7341,"star","",0.015,""
97998,97998,"star","",0.015,""
7342,7342,"star","",0.015,""
98003,98003,"star","",0.015,""
98006,98006,"star","",0.015,""
98007,98007,"star","",0.015,""
7343,7343,"star","",0.015,""
98008,98008,"star","",0.015,""
7344,7344,"star","",0.015,""
98013,98013,"star","",0.015,""
98016,98016,"star","",0.015,""
7345,7345,"star","",0.015,""
98017,98017,"star","",0.015,""
7347,7347,"star","",0.015,""
98018,98018,"star","",0.015,""
7349,7349,"star","",0.015,""
98019,98019,"star","",0.015,""
7351,7351,"star","",0.015,""
98022,98022,"star","",0.015,""
7352,7352,"star","",0.015,""
98023,98023,"star","",0.015,""
7355,7355,"star","",0.015,""
98025,98025,"star","",0.015,""
98027,98027,"star","",0.015,""
7356,7356,"star","",0.015,""
7357,7357,"star","",0.015,""
98029,98029,"star","",0.015,""
7358,7358,"star","",0.015,""
7359,7359,"star","",0.015,""
98033,98033,"star","",0.015,""
7360,7360,"star","",0.015,""
98035,98035,"star","",0.015,""
7361,7361,"star","",0.015,""
98036,98036,"star","",0.015,""
98037,98037,"star","",0.015,""
98038,98038,"star","",0.015,""
7365,7365,"star","",0.015,""
98041,98041,"star","",0.015,""
7366,7366,"star","",0.015,""
98044,98044,"star","",0.015,""
7368,7368,"star","",0.015,""
7370,7370,"star","",0.015,""
98046,98046,"star","",0.015,""
98048,98048,"star","",0.015,""
7371,7371,"star","",0.015,""
98052,98052,"star","",0.015,""
7372,7372,"star","",0.015,""
98053,98053,"star","",0.015,""
7374,7374,"star","",0.015,""
7376,7376,"star","",0.015,""
98054,98054,"star","",0.015,""
98055,98055,"star","",0.015,""
7377,7377,"star","",0.015,""
98056,98056,"star","",0.015,""
7380,7380,"star","",0.015,""
98058,98058,"star","",0.015,""
7381,7381,"star","",0.015,""
98062,98062,"star","",0.015,""
7382,7382,"star","",0.015,""
98068,98068,"star","",0.015,""
98069,98069,"star","",0.015,""
7383,7383,"star","",0.015,""
7384,7384,"star","",0.015,""
98075,98075,"star","",0.015,""
7385,7385,"star","",0.015,""
98078,98078,"star","",0.015,""
98081,98081,"star","",0.015,""
7386,7386,"star","",0.015,""
98085,98085,"star","",0.015,""
7389,7389,"star","",0.015,""
98087,98087,"star","",0.015,""
7392,7392,"star","",0.015,""
98088,98088,"star","",0.015,""
7393,7393,"star","",0.015,""
98090,98090,"star","",0.015,""
98092,98092,"star","",0.015,""
7395,7395,"star","",0.015,""
98095,98095,"star","",0.015,""
7396,7396,"star","",0.015,""
98096,98096,"star","",0.015,""
7397,7397,"star","",0.015,""
7398,7398,"star","",0.015,""
98098,98098,"star","",0.015,""
7399,7399,"star","",0.015,""
98099,98099,"star","",0.015,""
7401,7401,"star","",0.015,""
98115,98115,"star","",0.015,""
98116,98116,"star","",0.015,""
7402,7402,"star","",0.015,""
98117,98117,"star","",0.015,""
98118,98118,"star","",0.015,""
7405,7405,"star","",0.015,""
7406,7406,"star","",0.015,""
98124,98124,"star","",0.015,""
7413,7413,"star","",0.015,""
98125,98125,"star","",0.015,""
7416,7416,"star","",0.015,""
7423,7423,"star","",0.015,""
98126,98126,"star","",0.015,""
98128,98128,"star","",0.015,""
7424,7424,"star","",0.015,""
98132,98132,"star","",0.015,""
